(0.5355352077423661, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 0.00010861728057051191, 'iterations': 3000})
(0.5368721842149174, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 9.047165191381234e-05, 'iterations': 3000})
(0.5381027865843484, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 1.5860899385522702e-05, 'iterations': 3000})
(0.5396671116302353, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 9, 'learning_rate': 0.0001636013741533863, 'iterations': 3000})
(0.539671283163691, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 9, 'learning_rate': 0.00013439629098388378, 'iterations': 3000})
(0.5410020023360587, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 9, 'learning_rate': 1.494454283062473e-05, 'iterations': 3000})
(0.543459035541465, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 1.993133769350577e-05, 'iterations': 3000})
(0.5435049224094777, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 9, 'learning_rate': 0.0002120469253093045, 'iterations': 3000})
(0.5442307692307692, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 6.785300302762819e-05, 'iterations': 3000})
(0.5450337894209911, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 3.981886703389526e-05, 'iterations': 3000})
(0.5452069080594026, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 1.9208598613361906e-05, 'iterations': 3000})
(0.5466898882029034, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 4.190604038985116e-05, 'iterations': 3000})
(0.5467316035374603, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 5.7110164574891855e-05, 'iterations': 3000})
(0.5472217587185049, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 2.1038541706489992e-05, 'iterations': 3000})
(0.5472217587185049, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 2.9855109828118213e-05, 'iterations': 3000})
(0.5479225763390623, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 1.3871447143879933e-05, 'iterations': 3000})
