(0.596552026286966, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 0.5529526204448424, 'iterations': 3000})
(0.5991296093464769, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 0.7199078486226913, 'iterations': 3000})
(0.6091478641840088, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 7, 'learning_rate': 0.5849601939368235, 'iterations': 3000})
(0.6122643300474626, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 0.7941938443341445, 'iterations': 3000})
(0.6180065717415115, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 0.21514509793124795, 'iterations': 3000})
(0.6246746987951808, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 3.7928852587415266e-05, 'iterations': 3000})
(0.6248178167214312, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 3.5417239193859127e-05, 'iterations': 3000})
(0.6264067177802117, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 0.1324602654082396, 'iterations': 3000})
(0.6264972617743703, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 1.9757316294164126e-05, 'iterations': 3000})
(0.6270814165753924, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 0.589105726544888, 'iterations': 3000})
(0.6288616283315078, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 0.5187189748411531, 'iterations': 3000})
(0.6289375684556406, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 1.6326786554372096e-05, 'iterations': 3000})
(0.6300868930266521, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 1.6365811846244968e-05, 'iterations': 3000})
(0.6301774370208105, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 4.051836481368052e-05, 'iterations': 3000})
(0.6318013873676525, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 1.5083330466936853e-05, 'iterations': 3000})
(0.632157721796276, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 1.5744789624982632e-05, 'iterations': 3000})
(0.6325958378970427, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 0.6181630169332482, 'iterations': 3000})
(0.6331230376049652, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 0.21464578380047444, 'iterations': 3000})
(0.6336473165388827, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 0.0001310085219952621, 'iterations': 3000})
(0.6338459291712304, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 8.367886481846368e-05, 'iterations': 3000})
(0.6338692953632713, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 1.1362604957979474e-05, 'iterations': 3000})
(0.6356261409273457, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 7, 'learning_rate': 0.4327650231045138, 'iterations': 3000})
(0.6366878422782037, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 2.747428453046942e-05, 'iterations': 3000})
(0.6371872946330778, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 0.20015847891557206, 'iterations': 3000})
(0.6381336254107338, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 2.1574902802584745e-05, 'iterations': 3000})
(0.6383439211391018, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 4.166274220389687e-05, 'iterations': 3000})
(0.6394801022270902, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 9, 'learning_rate': 0.000248228074957727, 'iterations': 3000})
(0.6404673238408178, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 4, 'learning_rate': 0.00016974801629624232, 'iterations': 3000})
(0.6405286600949252, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 5, 'learning_rate': 5.351141018193245e-05, 'iterations': 3000})
(0.6408849945235487, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 1.3565710418337882e-05, 'iterations': 3000})
(0.6421087988316904, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 7, 'learning_rate': 0.04060035428583408, 'iterations': 3000})
(0.6427718145308507, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 0.00030532493888627774, 'iterations': 3000})
(0.6431456736035049, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 0.00032072929226721245, 'iterations': 3000})
(0.6435414384811975, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 8, 'learning_rate': 0.04544434354738142, 'iterations': 3000})
(0.6440219058050384, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 2, 'learning_rate': 0.6703072874332865, 'iterations': 3000})
(0.6445096750638919, {'early_stopping_rounds': 3000, 'eval_metric': 'AUC', 'train_dir': '/tmp/catboost_info', 'one_hot_max_size': 10, 'verbose': False, 'thread_count': 4, 'depth': 3, 'learning_rate': 8.895864771553615e-05, 'iterations': 3000})
